spelling,pp_mean,pp_min,pp_freq_mean,pp_freq_min
whence,0.861846032,0.377358491,0.878767099,0.46763829
whenever,0.908481052,0.58490566,0.900975569,0.522718161
where,0.755230077,0.377358491,0.788979166,0.46763829
whereabouts,0.774401586,0.089108911,0.785821801,0.085698079
whereas,0.644587729,0.089108911,0.663469055,0.085698079
wherefore,0.731653722,0.201257862,0.747433559,0.208142661
wherever,0.89512115,0.58490566,0.887478286,0.522718161
whether,0.969223546,0.834862385,0.971103131,0.845440613
which,0.879717575,0.647058824,0.881812083,0.635800212
whichever,0.733798458,0.092307692,0.735592022,0.107782645
whiff,0.879717575,0.647058824,0.881812083,0.635800212
whig,0.849646969,0.647058824,0.852265103,0.635800212
while,0.661269362,0.384615385,0.664645084,0.396871554
whilst,0.899764646,0.647058824,0.901510069,0.635800212
whim,0.849646969,0.647058824,0.852265103,0.635800212
whimpering,0.871928385,0.523076923,0.868658469,0.495345802
whimpers,0.924553506,0.647058824,0.925871982,0.635800212
whimsical,0.883567978,0.647058824,0.883302107,0.635800212
whine,0.768872032,0.384615385,0.771568797,0.396871554
whiner,0.899608445,0.647058824,0.901383979,0.635800212
whiney,0.834166355,0.523076923,0.829431105,0.495345802
whining,0.914083982,0.647058824,0.915580059,0.635800212
whinny,0.588401035,0.083333333,0.589948781,0.072180412
whinnying,0.72560069,0.083333333,0.726632521,0.072180412
whiny,0.879717575,0.647058824,0.881812083,0.635800212
whip,0.849646969,0.647058824,0.852265103,0.635800212
whiplash,0.700176516,0.083333333,0.698867448,0.072180412
whipped,0.729503532,0.523076923,0.727772833,0.495345802
whipper,0.657210702,0.083333333,0.655740435,0.072180412
whipping,0.700176516,0.083333333,0.698867448,0.072180412
whips,0.879717575,0.647058824,0.881812083,0.635800212
whir,0.849646969,0.647058824,0.852265103,0.635800212
whirl,0.879717575,0.647058824,0.881812083,0.635800212
whirling,0.924823484,0.647058824,0.926132552,0.635800212
whirlwind,0.933176431,0.647058824,0.934340046,0.635800212
whirring,0.917376676,0.647058824,0.919197548,0.635800212
whisk,0.879113345,0.647058824,0.881330615,0.635800212
whisker,0.65677911,0.083333333,0.65539653,0.072180412
whiskers,0.699528894,0.083333333,0.698305962,0.072180412
whiskey,0.658195048,0.092307692,0.66059064,0.107782645
whisky,0.599731829,0.083333333,0.598088708,0.072180412
whisper,0.65677911,0.083333333,0.65539653,0.072180412
whispered,0.608549542,0.092307692,0.613505807,0.107782645
whispering,0.732165105,0.092307692,0.733413254,0.107782645
whispers,0.699528894,0.083333333,0.698305962,0.072180412
whistle,0.319552464,0.041615667,0.322571648,0.042584371
whistler,0.462428271,0.041615667,0.461441033,0.042584371
whistles,0.353536656,0.041615667,0.354721549,0.042584371
whistling,0.522262597,0.041615667,0.521364978,0.042584371
whit,0.86809935,0.647058824,0.868587426,0.635800212
white,0.765745973,0.384615385,0.768026514,0.396871554
whitehead,0.754601522,0.090909091,0.761332547,0.08992565
whiten,0.899764646,0.647058824,0.901510069,0.635800212
whites,0.656552275,0.381044487,0.655004213,0.387143974
whitey,0.834166355,0.523076923,0.829431105,0.495345802
whitfield,0.850044276,0.576923077,0.84182064,0.577073929
whitman,0.914083982,0.647058824,0.915580059,0.635800212
whitney,0.857856876,0.523076923,0.85379809,0.495345802
whiz,0.849646969,0.647058824,0.852265103,0.635800212
who,0.944954128,0.834862385,0.948480204,0.845440613
whoa,0.808715596,0.4,0.841532221,0.520688272
whoever,0.803342695,0.315789474,0.816735655,0.3512325
whole,0.810180614,0.356957649,0.818187111,0.372769637
wholesale,0.674355642,0.231428571,0.683927256,0.234216744
wholesome,0.739770898,0.231428571,0.747342862,0.234216744
wholly,0.971368417,0.834862385,0.973133239,0.845440613
whom,0.958715596,0.834862385,0.961360153,0.845440613
whomever,0.90569237,0.643042351,0.904712212,0.627230363
whoop,0.963448248,0.834862385,0.965775498,0.845440613
whoopee,0.884315471,0.666666667,0.876769259,0.639086229
whooping,0.977155155,0.834862385,0.978609686,0.845440613
whoops,0.969540207,0.834862385,0.971479582,0.845440613
whoosh,0.969540207,0.834862385,0.971479582,0.845440613
whopper,0.976275025,0.834862385,0.977812011,0.845440613
whopping,0.979357798,0.834862385,0.980680077,0.845440613
whore,0.801253428,0.356957649,0.810224216,0.372769637
whorehouse,0.734370655,0.231428571,0.733589601,0.234216744
whores,0.769008544,0.381044487,0.769578837,0.387143974
whorl,0.966972477,0.834862385,0.969088123,0.845440613
whose,0.824466649,0.356957649,0.832078559,0.372769637
whup,0.954869442,0.834862385,0.957795993,0.845440613
why,0.944954128,0.834862385,0.948480204,0.845440613
wichita,0.984096605,0.916666667,0.985618529,0.927819588
wick,1,1,1,1
wicked,0.739114184,0.426199262,0.73608291,0.416936063
wicker,0.999843799,0.999062793,0.99987391,0.999243461
wide,0.861783855,0.463788301,0.862623926,0.465679338
widely,0.791583764,0.285714286,0.792613546,0.290001938
widen,1,1,1,1
wider,0.999812559,0.999062793,0.999848692,0.999243461
widespread,0.786872422,0.090909091,0.78195275,0.08992565
widow,1,1,1,1
widower,0.937436735,0.779661017,0.932453062,0.76085198
widows,0.987287677,0.949367089,0.985552978,0.942818448
width,1,1,1,1
wield,0.850362122,0.576923077,0.833465069,0.577073929
wiener,0.890770567,0.576923077,0.891750084,0.577073929
wife,0.832456932,0.463788301,0.835635989,0.465679338
wig,1,1,1,1
wiggle,0.843956869,0.536211699,0.844072527,0.534320662
wiggler,0.999866113,0.999062793,0.999891923,0.999243461
wigs,1,1,1,1
wiki,1,1,1,1
wild,0.9765625,0.953125,0.954017076,0.908034152
wildcat,1,1,1,1
wildcats,1,1,1,1
wildebeest,0.88654838,0.363636364,0.884386198,0.33999684
wilder,0.999843799,0.999062793,0.99987391,0.999243461
wilderness,0.925049741,0.536211699,0.924431872,0.534320662
wildest,0.99509082,0.965635739,0.99564921,0.969544473
wildfire,0.857370324,0.450292398,0.858872238,0.453528662
wildflower,0.955972069,0.779661017,0.952296005,0.76085198
wildlife,0.916228466,0.463788301,0.917817994,0.465679338
wildly,1,1,1,1
wiles,0.670951237,0.381044487,0.672560276,0.387143974
will,1,1,1,1
william,0.972594932,0.901140684,0.972813977,0.89664336
williams,0.976020565,0.901140684,0.97621223,0.89664336
willie,0.995689655,0.987068966,0.997320756,0.991962269
willies,0.908818711,0.618955513,0.910137668,0.612856026
willing,0.996305419,0.987068966,0.997703505,0.991962269
willingly,0.887573661,0.494505495,0.885338338,0.480982383
willingness,0.837328704,0.363636364,0.837826327,0.354909469
willow,0.995689655,0.987068966,0.997320756,0.991962269
willows,0.965918277,0.8,0.980047384,0.897870001
willpower,0.948466119,0.779661017,0.94567733,0.76085198
wills,0.994827586,0.987068966,0.996784908,0.991962269
willy,0.994827586,0.987068966,0.996784908,0.991962269
wilson,1,1,1,1
wilt,1,1,1,1
wilton,1,1,1,1
wimp,1,1,1,1
wimps,1,1,1,1
wimpy,1,1,1,1
win,1,1,1,1
winch,1,1,1,1
winchester,0.927793891,0.536211699,0.934023721,0.534320662
wind,1,1,1,1
windbag,0.999398332,0.997647059,0.999329412,0.997360437
winding,0.999734466,0.998141264,0.999706492,0.997945447
windmill,0.99947354,0.997647059,0.999413235,0.997360437
window,0.999298054,0.997647059,0.999217647,0.997360437
windows,0.988502055,0.949367089,0.98694625,0.942818448
windpipe,0.924630578,0.463788301,0.924917714,0.465679338
winds,0.999628253,0.998141264,0.999589089,0.997945447
windshield,0.907977486,0.576923077,0.899858984,0.577073929
windsor,0.999398332,0.997647059,0.999329412,0.997360437
windy,0.999157665,0.997647059,0.999061177,0.997360437
wine,0.860402967,0.463788301,0.861352736,0.465679338
wines,0.694105443,0.381044487,0.697551862,0.387143974
wing,1,1,1,1
winged,0.608627218,0.494505495,0.606044062,0.480982383
wingman,0.859146431,0.494505495,0.854874358,0.480982383
wings,0.802805003,0.494505495,0.796824101,0.480982383
wink,1,1,1,1
winner,0.988009479,0.964497041,0.99133276,0.974376551
winners,0.989547751,0.964497041,0.992381221,0.974376551
winning,0.989856298,0.964497041,0.992679014,0.974376551
winnings,0.867877387,0.494505495,0.866609201,0.480982383
wino,1,1,1,1
wins,1,1,1,1
winslow,0.990121354,0.963636364,0.985880064,0.949186393
winter,0.999843799,0.999062793,0.99987391,0.999243461
winters,0.999691453,0.997840173,0.999702206,0.997915445
wintertime,0.83172111,0.463788301,0.831653807,0.465679338
wipe,0.850314075,0.463788301,0.851008958,0.465679338
wiped,0.727547659,0.527725857,0.730428773,0.534320662
wipeout,0.812597844,0.463788301,0.78313366,0.462943863
wipes,0.694105443,0.381044487,0.697551862,0.387143974
wiping,1,1,1,1
wire,0.714740647,0.450292398,0.717744476,0.453528662
wired,0.747922646,0.527725857,0.757905808,0.534320662
wireless,0.854026169,0.368421053,0.853404807,0.361559119
wires,0.670951237,0.381044487,0.672560276,0.387143974
wiring,1,1,1,1
wisconsin,0.913877941,0.726890756,0.915573131,0.720614111
wisdom,0.999496475,0.996978852,0.999598777,0.997592663
wise,0.863706932,0.463788301,0.864183425,0.465679338
wisely,0.79108024,0.285714286,0.792212323,0.290001938
wiser,0.999208329,0.996978852,0.999367225,0.997592663
wish,1,1,1,1
wishbone,0.891897751,0.356957649,0.896507172,0.372769637
wished,0.830968759,0.527725857,0.833091584,0.534320662
wisher,0.986822965,0.921875,0.988118839,0.929469575
wishes,0.846173702,0.536211699,0.84610771,0.534320662
wishful,0.988839286,0.921875,0.989924225,0.929469575
wishing,0.976995629,0.913043478,0.977474781,0.915179868
wisp,0.999244713,0.996978852,0.999398166,0.997592663
wisteria,0.873722682,0.536211699,0.872254115,0.534320662
wit,0.996825397,0.99047619,0.997702959,0.993108878
witch,1,1,1,1
witchcraft,0.997765293,0.988764045,0.997964469,0.989822346
witches,0.876117164,0.536211699,0.875260197,0.534320662
with,1,1,1,1
withdraw,0.994863014,0.95890411,0.995339032,0.962712255
withdrawal,0.956779561,0.797297297,0.956925603,0.80268722
withdrawing,0.960708692,0.797297297,0.960841457,0.80268722
withdrawn,0.95197729,0.797297297,0.952139559,0.80268722
withdrew,0.994863014,0.95890411,0.995339032,0.962712255
wither,0.992994484,0.95890411,0.993659286,0.962712255
withered,0.746278028,0.15098242,0.747996359,0.15959768
withheld,0.972495821,0.923076923,0.96734489,0.908034152
withhold,0.978977597,0.953125,0.968974413,0.908034152
withholding,0.991842241,0.95890411,0.992357271,0.962712255
within,0.954570438,0.851851852,0.959281647,0.865158038
without,0.962079619,0.851851852,0.968458976,0.865158038
withstand,0.984439207,0.942664418,0.984596338,0.941239154
witness,1,1,1,1
witnessed,0.775609659,0.363636364,0.774739911,0.33999684
witnesses,0.771627202,0.363636364,0.766821928,0.33999684
witnessing,0.785517031,0.504672897,0.785031115,0.505519008
wits,1,1,1,1
witter,0.998678298,0.996503497,0.998797993,0.996772247
witty,0.998601399,0.996503497,0.998708899,0.996772247
wives,0.694105443,0.381044487,0.697551862,0.387143974
wizard,1,1,1,1
wizards,1,1,1,1
wobble,0.789001574,0.101449275,0.78604001,0.097425319
wobbly,1,1,1,1
woe,0.98245614,0.947368421,0.975729077,0.92718723
woke,0.816393768,0.356957649,0.824567881,0.372769637
woken,1,1,1,1
wolf,0.925,0.85,0.919572051,0.839144102
wolfram,0.983908948,0.923076923,0.980069946,0.911429071
wolves,0.74618454,0.381044487,0.749720416,0.387143974
woman,1,1,1,1
womb,1,1,1,1
women,1,1,1,1
won,1,1,1,1
wonder,0.99923631,0.997647059,0.999111026,0.997360437
wondered,0.790660065,0.360465116,0.794180547,0.401513305
wonderful,0.934362315,0.643042351,0.932263784,0.627230363
wonderfully,0.945691723,0.643042351,0.943975716,0.627230363
wondering,0.934362315,0.643042351,0.932263784,0.627230363
wonderland,0.940926084,0.643042351,0.939037406,0.627230363
wonders,0.999170749,0.997647059,0.999048306,0.997360437
wondrous,0.997151256,0.991452991,0.996519195,0.989592791
wong,0.999677003,0.99870801,0.999515564,0.998062258
wont,0.999404671,0.99870801,0.999104485,0.998062258
woo,1,1,1,1
wood,0.991189427,0.982378855,0.991718439,0.983436878
woodbury,0.995594714,0.982378855,0.99585922,0.983436878
wooden,0.994126285,0.982378855,0.994478959,0.983436878
woodhouse,0.879838776,0.482993197,0.875258669,0.460412023
woodland,0.995594714,0.982378855,0.99585922,0.983436878
woodpecker,0.926531017,0.688679245,0.921263775,0.652857972
woodpile,0.858544528,0.450292398,0.859708267,0.453528662
woods,0.992951542,0.982378855,0.993374751,0.983436878
woodward,0.995594714,0.982378855,0.99585922,0.983436878
woodwork,0.99038638,0.958333333,0.990218843,0.954876989
woody,0.992951542,0.982378855,0.993374751,0.983436878
woof,0.991189427,0.982378855,0.991718439,0.983436878
wool,0.991189427,0.982378855,0.991718439,0.983436878
woozy,0.992951542,0.982378855,0.993374751,0.983436878
wop,1,1,1,1
word,0.999203822,0.996815287,0.999242691,0.996970765
words,0.999363057,0.996815287,0.999394153,0.996970765
wore,0.792851189,0.356957649,0.801420116,0.372769637
work,0.999203822,0.996815287,0.999242691,0.996970765
workable,0.910205701,0.586979167,0.904168949,0.574030007
workbench,0.999646143,0.996815287,0.999663418,0.996970765
workbook,0.995196624,0.982378855,0.995480565,0.983436878
worked,0.790761491,0.527725857,0.790842261,0.534759267
worker,0.999313013,0.996815287,0.999369038,0.996970765
workers,0.999236494,0.996815287,0.999269459,0.996970765
working,0.999545041,0.996815287,0.999567252,0.996970765
workings,0.876355038,0.494505495,0.872636409,0.480982383
workload,0.996084048,0.974193548,0.996204726,0.976878423
workman,0.999545041,0.996815287,0.999567252,0.996970765
workmen,0.999545041,0.996815287,0.999567252,0.996970765
workout,0.996040905,0.98630137,0.996422679,0.987036667
workplace,0.93115976,0.413020833,0.932973141,0.425969993
works,0.999363057,0.996815287,0.999394153,0.996970765
worksheet,0.949946352,0.643042351,0.950791867,0.627230363
workshop,0.965948065,0.730769231,0.963463545,0.710737594
workup,0.999469214,0.996815287,0.999495128,0.996970765
world,0.980613057,0.953125,0.962607814,0.908034152
worldly,0.999545041,0.996815287,0.999567252,0.996970765
worlds,0.999469214,0.996815287,0.999495128,0.996970765
worldwide,0.938216745,0.463788301,0.938607386,0.465679338
worm,0.999203822,0.996815287,0.999242691,0.996970765
wormhole,0.89744033,0.356957649,0.901935057,0.372769637
worms,0.999363057,0.996815287,0.999394153,0.996970765
wormy,0.999363057,0.996815287,0.999394153,0.996970765
worn,0.999203822,0.996815287,0.999242691,0.996970765
worried,0.886848533,0.472274143,0.886950657,0.465240733
worrier,0.851515887,0.231362468,0.851437705,0.225816886
worries,0.907803014,0.618955513,0.908038556,0.612856026
worry,0.993405611,0.970212766,0.99384615,0.972259986
worrying,0.995878507,0.970212766,0.996153844,0.972259986
worse,0.857369094,0.356957649,0.862540478,0.372769637
worsen,0.999469214,0.996815287,0.999495128,0.996970765
worship,0.963147813,0.90625,0.964015607,0.908815016
worshipped,0.846672951,0.527725857,0.848507324,0.534320662
worships,0.967754336,0.90625,0.968513656,0.908815016
worst,0.999363057,0.996815287,0.999394153,0.996970765
worth,0.999363057,0.996815287,0.999394153,0.996970765
worthless,0.994183876,0.95890411,0.99450228,0.962712255
worthwhile,0.852208048,0.384615385,0.861145002,0.396871554
worthy,0.991275813,0.95890411,0.99175342,0.962712255
would,0.612167531,0.046875,0.630287971,0.091965848
wound,0.993417531,0.977917981,0.993501631,0.97655684
wounded,0.704039333,0.426199262,0.70809409,0.416936063
wounds,0.99420482,0.977917981,0.994242267,0.97655684
wove,0.823753705,0.356957649,0.830376912,0.372769637
wow,1,1,1,1
wrack,1,1,1,1
wrap,1,1,1,1
wrapped,0.81264368,0.527725857,0.813121887,0.534759267
wrapper,0.999866113,0.999062793,0.999891923,0.999243461
wrapping,1,1,1,1
wraps,1,1,1,1
wrath,1,1,1,1
wreak,0.965481948,0.910891089,0.966682417,0.914301921
wreath,0.971234957,0.910891089,0.972235348,0.914301921
wreck,1,1,1,1
wreckage,0.923858617,0.413020833,0.925741545,0.425969993
wrecked,0.83480928,0.527725857,0.835749608,0.534759267
wrecking,1,1,1,1
wrecks,1,1,1,1
wren,1,1,1,1
wrench,1,1,1,1
wrest,0.993127148,0.965635739,0.993908895,0.969544473
wrestle,0.613518501,0.041615667,0.605318428,0.042584371
wrestled,0.558703211,0.041615667,0.556314425,0.042584371
wrestler,0.762251755,0.041615667,0.762573585,0.042584371
wrestling,0.788772361,0.041615667,0.789038357,0.042584371
wretch,1,1,1,1
wretched,0.827283088,0.426199262,0.824280693,0.416936063
wriggle,0.866248745,0.536211699,0.86634788,0.534320662
wright,1,1,1,1
wring,1,1,1,1
wrinkle,0.866248745,0.536211699,0.86634788,0.534320662
wrinkled,0.774709379,0.189189189,0.771176133,0.16984767
wrinkles,0.831895901,0.5,0.830525752,0.497029331
wrinkly,1,1,1,1
wrist,0.99939577,0.996978852,0.999518533,0.997592663
wrists,0.993064055,0.958384333,0.992902605,0.957415629
wristwatch,0.990104875,0.942664418,0.989865478,0.941239154
writ,0.997619048,0.99047619,0.998277219,0.993108878
write,0.885196315,0.463788301,0.885539905,0.465679338
writer,0.999843799,0.999062793,0.99987391,0.999243461
writers,0.999691453,0.997840173,0.999702206,0.997915445
writes,0.745087869,0.381044487,0.747959885,0.387143974
writhe,0.909137955,0.463788301,0.909455617,0.465679338
writing,0.883300472,0.540605096,0.882113299,0.538099771
writings,0.774641039,0.494505495,0.7698642,0.480982383
written,0.999000999,0.996503497,0.999077785,0.996772247
wrong,0.998938992,0.99469496,0.99875666,0.993783302
wronged,0.679799137,0.494505495,0.675596296,0.480982383
wrongful,0.876089997,0.494505495,0.872237976,0.480982383
wrongly,0.858388568,0.494505495,0.853986259,0.480982383
wrongs,0.834786662,0.494505495,0.829650635,0.480982383
wrote,0.854163966,0.356957649,0.859257558,0.372769637
wrought,0.913465386,0.75,0.923083496,0.777628941
wry,1,1,1,1
wuss,1,1,1,1
wynn,1,1,1,1
wyoming,1,1,1,1
xerox,0.998381889,0.99469496,0.998100358,0.993783302
xi,1,1,1,1
xylophone,0.912649108,0.5,0.917836963,0.521333574
ya,1,1,1,1
yacht,0.435151515,0.018181818,0.450057771,0.022221762
yahoo,0.975,0.875,0.976082153,0.880410765
yak,1,1,1,1
yale,0.670079108,0.277777778,0.683343459,0.315819462
yam,1,1,1,1
yams,1,1,1,1
yan,1,1,1,1
yang,1,1,1,1
yank,1,1,1,1
yanked,0.781417627,0.527725857,0.781975535,0.534759267
yankee,0.931163194,0.586979167,0.929005001,0.574030007
yankees,0.886562097,0.586979167,0.883840862,0.574030007
yanking,1,1,1,1
yanks,1,1,1,1
yap,1,1,1,1
yapping,1,1,1,1
yard,1,1,1,1
yards,1,1,1,1
yardstick,0.904609737,0.540605096,0.903578747,0.538099771
yarn,1,1,1,1
yaw,1,1,1,1
yawl,0.902222875,0.797297297,0.901635944,0.80268722
yawn,0.902222875,0.797297297,0.901635944,0.80268722
yawning,0.944127357,0.797297297,0.943791968,0.80268722
yay,1,1,1,1
yea,0.833333333,0.5,0.841631913,0.524895738
yeah,1,1,1,1
year,0.956852435,0.910891089,0.958353021,0.914301921
yearbook,0.974020931,0.910891089,0.97503573,0.914301921
yearly,0.971234957,0.910891089,0.972235348,0.914301921
yearn,0.965481948,0.910891089,0.966682417,0.914301921
